,CONSUMO_CATIVO_RO,CONSUMO_CATIVO_AC,CONSUMO_CATIVO_AM,CONSUMO_CATIVO_RR,CONSUMO_CATIVO_PA,CONSUMO_CATIVO_AP,CONSUMO_CATIVO_TO,CONSUMO_CATIVO_MA,CONSUMO_CATIVO_PI,CONSUMO_CATIVO_CE,CONSUMO_CATIVO_RN,CONSUMO_CATIVO_PB,CONSUMO_CATIVO_PE,CONSUMO_CATIVO_AL,CONSUMO_CATIVO_SE,CONSUMO_CATIVO_BA,CONSUMO_CATIVO_MG,CONSUMO_CATIVO_ES,CONSUMO_CATIVO_RJ,CONSUMO_CATIVO_SP,CONSUMO_CATIVO_PR,CONSUMO_CATIVO_SC,CONSUMO_CATIVO_RS,CONSUMO_CATIVO_MS,CONSUMO_CATIVO_MT,CONSUMO_CATIVO_GO,CONSUMO_CATIVO_DF,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_RO,CONSUMIDORES_CATIVO_AC,CONSUMIDORES_CATIVO_AM,CONSUMIDORES_CATIVO_RR,CONSUMIDORES_CATIVO_PA,CONSUMIDORES_CATIVO_AP,CONSUMIDORES_CATIVO_TO,CONSUMIDORES_CATIVO_MA,CONSUMIDORES_CATIVO_PI,CONSUMIDORES_CATIVO_CE,CONSUMIDORES_CATIVO_RN,CONSUMIDORES_CATIVO_PB,CONSUMIDORES_CATIVO_PE,CONSUMIDORES_CATIVO_AL,CONSUMIDORES_CATIVO_SE,CONSUMIDORES_CATIVO_BA,CONSUMIDORES_CATIVO_MG,CONSUMIDORES_CATIVO_ES,CONSUMIDORES_CATIVO_RJ,CONSUMIDORES_CATIVO_SP,CONSUMIDORES_CATIVO_PR,CONSUMIDORES_CATIVO_SC,CONSUMIDORES_CATIVO_RS,CONSUMIDORES_CATIVO_MS,CONSUMIDORES_CATIVO_MT,CONSUMIDORES_CATIVO_GO,CONSUMIDORES_CATIVO_DF,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_RO,CONSUMO_LIVRE_AC,CONSUMO_LIVRE_AM,CONSUMO_LIVRE_RR,CONSUMO_LIVRE_PA,CONSUMO_LIVRE_AP,CONSUMO_LIVRE_TO,CONSUMO_LIVRE_MA,CONSUMO_LIVRE_PI,CONSUMO_LIVRE_CE,CONSUMO_LIVRE_RN,CONSUMO_LIVRE_PB,CONSUMO_LIVRE_PE,CONSUMO_LIVRE_AL,CONSUMO_LIVRE_SE,CONSUMO_LIVRE_BA,CONSUMO_LIVRE_MG,CONSUMO_LIVRE_ES,CONSUMO_LIVRE_RJ,CONSUMO_LIVRE_SP,CONSUMO_LIVRE_PR,CONSUMO_LIVRE_SC,CONSUMO_LIVRE_RS,CONSUMO_LIVRE_MS,CONSUMO_LIVRE_MT,CONSUMO_LIVRE_GO,CONSUMO_LIVRE_DF,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_RO,CONSUMIDORES_LIVRE_AC,CONSUMIDORES_LIVRE_AM,CONSUMIDORES_LIVRE_RR,CONSUMIDORES_LIVRE_PA,CONSUMIDORES_LIVRE_AP,CONSUMIDORES_LIVRE_TO,CONSUMIDORES_LIVRE_MA,CONSUMIDORES_LIVRE_PI,CONSUMIDORES_LIVRE_CE,CONSUMIDORES_LIVRE_RN,CONSUMIDORES_LIVRE_PB,CONSUMIDORES_LIVRE_PE,CONSUMIDORES_LIVRE_AL,CONSUMIDORES_LIVRE_SE,CONSUMIDORES_LIVRE_BA,CONSUMIDORES_LIVRE_MG,CONSUMIDORES_LIVRE_ES,CONSUMIDORES_LIVRE_RJ,CONSUMIDORES_LIVRE_SP,CONSUMIDORES_LIVRE_PR,CONSUMIDORES_LIVRE_SC,CONSUMIDORES_LIVRE_RS,CONSUMIDORES_LIVRE_MS,CONSUMIDORES_LIVRE_MT,CONSUMIDORES_LIVRE_GO,CONSUMIDORES_LIVRE_DF,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2017-06-01,244148,83320,401267,70145,673176,89052,186037,483752,284710,795092,384319,337752,896049,358630,209785,1669968,2251632,501082,2194975,6798030,1637977,1260257,1718765,347494,583713,917281.3,493083,10790363.0,3320873.0,5769013.0,5991242.3,622027,258112,961083,158527,2506385,201672,571806,2392697,1247041,3454872,1403764,1604851,3643393,1143851,883109,5885748,8920939,1634842,7136016,18382252,4653427,2912833,4569189,1072984,1344717,2848178,1048043,69990910.0,523186.0,5724399.0,5223863.0,10893,3185,93344,0,1022622,0,14655,74886,5136,170418.899,85083,97961,249415.461,42183,83937,369133.952,2299119.03,291704,771493,3751479.24,846307.8,684766,679954.65,78965,129754,377161.64,40582,348.0,10695724.712,1241203.0,336863.96,26,19,126,0,157,0,19,67,15,209,57,55,211,21,49,235,1008,247,725,3683,918,813,828,125,190,169,48,1,5275,4519,225
2017-07-01,235990,84517,391275,67137,641705,86381,166514,479063,272473,775878,354167,312723,844878,346138,195359,1566678,2151324,437056,2086526,6724272,1616594,1211571,1708870,326320,558559,876266.37,453625,10428345.0,3259820.0,5461926.0,5821768.37,625168,259260,963070,159201,2528415,201878,570824,2403135,1249396,3461324,1405291,1607667,3651909,1147494,884039,5885548,8922250,1636314,7153326,18404425,4660457,2916994,4576372,1074543,1347960,2857677,1050061,70129610.0,522105.0,5725544.0,5226739.0,11986,2502,98465,0,1082629,0,13007,77964,4001,167722,85580,97733,260904.206,46315,88069,410518.666,2200768,296668,783985.46,3711732,827212.87,725786,686821.48,79609,134757,397103.3,49422,384.0,10801161.982,1193487.0,346228.0,28,19,131,0,161,0,19,67,13,213,57,56,212,22,49,237,1035,249,753,3753,941,832,853,143,192,200,55,1,5377,4683,229
2017-08-01,260202,94325,435522,79253,690199,99456,179426,504417,286571,790514,363847,326243,837463,328476,203783,1584738,2221431,434084,2137629,6539624,1639752,1231082,1688527,357152,581615,885514.6,450337,10474921.0,3253945.0,5474014.0,6028302.6,628328,259831,965674,159907,2550063,202146,571614,2413206,1253839,3465903,1408646,1610910,3659338,1147698,886036,5893916,8937245,1639000,7193285,18437796,4669675,2922881,4581439,1076449,1350521,2863511,1051828,70312145.0,521333.0,5732540.0,5234667.0,13599,3039,106818,0,1064075,0,15122,94682,8853,173381,83938,96741,265081.608,85747,77941,396124.494,2265740.26,333605,789409.07,3778379.76,885613,753563,701180.95,88284,146019,392201.95,39959,328.0,11074390.112,1244731.0,339647.98,29,19,131,0,164,0,19,69,15,217,57,58,214,22,49,238,1045,253,774,3835,974,844,881,149,196,192,60,1,5448,4826,229
2017-09-01,265809,94578,399550,78906,704161,94963,189387,531305,309790,818028,383252,323048,859674,323475,193668,1566247,2280514,488656,2067477,7184490,1669677,1271062,1728936,383069,675168,969698,476747,11096399.0,3250189.0,5829699.0,6155048.0,631755,260218,968115,160459,2558048,202123,571789,2418943,1260134,3470945,1410942,1612543,3661585,1150122,886844,5897892,8935603,1638961,7188426,18455017,4677068,2926036,4588417,1078223,1353887,2871914,1053160,70365850.0,521313.0,5753975.0,5248031.0,12498,3047,110410,0,1015156,0,14736,93228,6528,170475,78790,97221,262476.721,64734,73187,362701.585,2304744.89,297308,798594,3929597,907850,719999,704946.18,93068,139112,398587.62,47404,308.0,11054964.056,1285242.0,365884.94,29,19,133,0,166,0,21,74,14,221,57,60,219,26,49,242,1073,255,823,3920,988,849,898,151,198,193,63,1,5537,4966,237
2017-10-01,264203,95423,398434,85371,704505,101774,198494,556150,315473,823222,396149,339565,910323,357064,208678,1705343,2232715,520997,2290048,7129374,1688180,1243755,1679978,397795,631626,931655,462706,11174415.0,3247220.0,5962379.0,6284986.0,634916,261570,970867,161009,2572291,203092,573166,2428175,1263675,3479688,1413815,1615069,3663911,1154783,887342,5904684,8932974,1625644,7150018,18491776,4682945,2932930,4596086,1079272,1356810,2883595,1053771,70460217.0,523026.0,5732941.0,5257690.0,13495,3154,111250,0,1063198,0,17486,86484,6813,176836,80102,102649,262620.143,62695,88795,398970.837,2229214.27,298994,895662.04,3845579,879113,738971,679224.21,84612,147088,394279.69,48962,281.0,11015381.51,1347019.0,353565.68,29,19,139,0,171,0,21,73,14,221,57,60,221,27,49,243,1083,323,841,3992,1008,856,907,152,198,198,65,1,5605,5123,238
2017-11-01,263659,87121,397042,87734,686339,98001,178975,541062,322571,846334,396116,360006,946653,357502,223733,1691431,2374154,532559,2362757,7087184,1665334,1296061,1690133,395675,598034,963617,494360,11461775.0,3244554.0,6091487.0,6146331.0,634268,261618,973473,161500,2582783,203949,573593,2432599,1264782,3481922,1414149,1614467,3660607,1158430,888157,5910205,8945518,1645251,7236379,18544166,4692710,2939622,4606716,1081016,1359259,2895640,1056039,70682100.0,523872.0,5745287.0,5267559.0,13126,3087,109919,0,1027153,0,13745,93095,6568,174478,79749,96766,254286.281,67146,96006,359187,2385156.05,304766,852443,4016382,888233,723335,699323.54,85591,137540,385774.15,48748,357.0,11164837.621,1399864.0,356544.4,29,19,140,0,174,0,21,74,14,224,57,60,221,27,49,245,1093,260,826,4042,1020,859,912,152,201,199,66,1,5622,5124,237
2017-12-01,244147,86714,360143,82858,703801,92497,162720,520134,298498,829763,417221,353500,989183,356112,226507,1701547,2103487,503934,2473985,7257549,1711966,1306425,1895254,390602,583052,833397,459656,11441127.0,3271186.0,6194572.0,6037767.0,632950,263106,976734,161714,2595988,203747,573857,2433501,1266471,3477250,1419661,1614279,3656590,1158691,888329,5919587,8954385,1647648,7329086,18573347,4698781,2944968,4652800,1085189,1365661,2901992,1056776,70906516.0,522816.0,5748368.0,5275388.0,13216,3188,103559,0,1047618,0,14842,107046,6666,148400,81248,100909,250909.474,73503,96590,352534.072,2356037.72,301722,863771.38,3887520,882476,685066,665229.49,85687,129212,384943.11,44860,352.0,10909768.196,1425215.0,351418.05,29,19,140,0,175,0,21,76,14,224,59,61,225,27,48,250,1105,264,885,4053,1031,868,925,156,201,203,72,1,5641,5250,239
2018-01-01,235613.003,78081.295,348565.837,76488.951,620835.914,88957.586,156898.239,473606.281,281582.29,805792.367,407293,369519.551,898234,294641.999,236026.037,1379251.474,2254075.838,548517,2674006.736,6913592.571,1680622.633,1393184.381,2162767.363,400683.451,544189.152,864840,466024.89,11956876.928,2384370.758,6132831.494,6179812.659,633405,262805,979775,162328,2580609,203883,573456,2443862,1233031,3481020,1423562,1616448,3654370,1163417,889863,5924939,8962851,1647910,7189931,18625052,4707046,2955363,4654589,1086931,1366526,2902597,1057423,70845995.0,521667.0,5738086.0,5277244.0,13735.697,2964,111561.808,0,1063432.461,0,15763.117,91797.674,6356,129333.813,89155,104178.62,269595.48,69220.313,98431.655,714785.383,2462660.723,311078,940639.518,3969109.589,917234.312,721818.138,667877.288,92518.499,127296.598,377029,49036.378,369.525,11515607.135,1478672.531,421959.873,37,18,143,0,177,0,23,78,14,219,61,63,219,30,49,269,1158,278,903,4106,1054,844,947,163,201,201,77,1,5705,5375,251
2018-02-01,231247.053,76378.055,335558.943,79149.043,582956.638,79556.191,155153.292,443646.336,257024.52,757846.94,380164,350003.466,903171,271389.999,230803.225,1357690.418,2262023.662,554025,2503638.364,7069178.579,1756722.492,1496615.721,2100216.029,404088.722,568889.049,869002,465217.037,11658567.463,2717010.998,6190519.246,5975258.067,631749,264267,982914,162891,2574162,204572,574266,2439967,1235548,3484700,1425473,1618075,3656099,1169251,891852,5932331,8966347,1647608,7177363,18659445,4709232,2959558,4683415,1088138,1368231,2903305,1059724,70928804.0,521976.0,5742426.0,5277277.0,13613.938,2743,103028.705,0,976175.244,0,14978.515,76228.972,4094,134771.03,81462,92039.386,256350.5,33130.466,84315.737,643201.967,2289093.755,288778,865050.73,3862702.955,884677.844,710867.315,650790.252,82367.804,123652.636,341055,50829.587,320.753,10846415.469,1381544.963,437718.153,37,18,144,0,178,0,24,79,14,232,61,64,221,31,50,278,1165,284,929,4177,1059,851,957,164,201,202,81,1,5757,5488,255
2018-03-01,242062.455,73243.343,384884.536,82289.466,608030.468,82247.926,168675.329,458513.969,266101.68,756792.636,396799,363087.237,917755,276471,238437.674,1353161.301,2144021.112,601113,2737315.329,7361987.185,1771180.107,1427883.961,2088301.043,411469.872,602535.132,881446,445231.837,11949925.612,2735197.208,6333822.634,6122092.144,633464,264613,990125,163459,2608414,205280,575400,2451681,1238848,3487369,1428373,1620785,3658171,1172087,892872,5942547,8975170,1648010,7235369,18702605,4718755,2966449,4694572,1091151,1373488,2905631,1063158,71166013.0,520014.0,5746698.0,5275121.0,15246.837,3079,120029.359,0,1072210.984,0,16573.77,101410.131,6539,140507.151,85462,95624.973,273080.25,46185.165,89181.879,722611.115,2544519.361,331633,1002117.505,4125921.103,1002784.486,784875.587,727508.459,102899.423,140056.184,395038,53049.332,398.253,11996077.811,1531693.672,469974.318,37,18,147,0,180,0,24,81,13,232,61,64,228,31,52,280,1173,285,954,4207,1064,856,954,165,201,206,86,1,5784,5557,257
2018-04-01,246065.64,71651.044,376485.746,84250.302,623695.793,81706.747,169336.966,465682.743,264041.79,780902.457,377677,354368.374,920365,272842.001,236240.548,1406702.555,2318499.573,522092,2677888.896,7428174.529,1820217.312,1396038.57,1893592.439,427253.6,575482.211,922945,477276.895,11932569.8,2754336.421,6371322.53,6133246.98,635497,266009,989257,164153,2606142,205753,576790,2455539,1239985,3498696,1431178,1623461,3663060,1171588,894211,5954539,8988982,1649589,7234894,18752498,4729303,2974080,4688194,1094666,1376449,2912208,1065431,71297329.0,518902.0,5744432.0,5281489.0,14738.601,2995.72,113760.412,0,879780.219,0,14846.446,94458.305,6339,150656.811,83371,88688.039,250684.07,138314.515,85116.904,691653.145,2452808.403,318438,947622.672,4064247.72,979850.252,756382.028,710838.439,100733.831,136463.81,392119.72,54582.994,383.451,11623163.788,1476100.726,429843.091,37,18,148,0,182,0,25,86,13,244,61,64,228,32,52,284,1182,290,974,4228,1069,868,976,165,202,207,89,1,5843,5622,258
2018-05-01,251422.575,78646.706,381489.756,73826.066,647715.014,84407.184,183999.48,477602.519,271010.69,792163.429,360035,341686.406,906790,258643.997,224301.702,1396731.903,2261145.801,508702,2434336.773,7093636.782,1735081.377,1359921.049,1889130.256,404438.101,609556.071,881302,463284.973,11400345.55,2721256.053,6026479.019,6222926.988,636261,267306,991830,164771,2613920,205036,576932,2457945,1241180,3505843,1433028,1626045,3667789,1173767,895549,5963264,8999410,1652038,7237923,18776263,4738462,2980481,4697420,1097559,1377607,2952183,1067084,71390898.0,517733.0,5773645.0,5314620.0,14094.1,3074,118671.268,0,813617.123,0,15931.359,92730.317,6253,157446.597,86715,96333.907,252482.15,152236.448,83616.015,703700.886,2375913.446,311670,886896.856,3868340.395,853938.839,707754.287,687662.653,93923.751,130873.731,382225,48180.716,374.941,11142108.63,1391167.842,410630.431,37,18,152,0,185,0,25,89,13,243,63,64,228,34,53,287,1180,291,997,4259,1080,879,997,168,204,210,89,1,5891,5695,258
2018-06-01,229868.081,72182.406,377392.281,70981.789,645533.603,83401.849,183650.614,489811.464,286070.35,816705.178,373169,334100.844,876714,240923.002,212504.57,1364451.77,2197903.602,493898,2216576.761,6829980.521,1612800.479,1267238.2,1746018.303,346180.963,537660.714,918803,463717.966,11065830.447,2547010.481,5572605.085,6102793.297,635718,267804,994065,165102,2618778,204833,578647,2467942,1247149,3513182,1435161,1627891,3669080,1177771,897111,5967948,9005707,1653271,7226093,18822937,4740279,2986114,4703728,1099791,1379686,2926325,1069067,71490489.0,517103.0,5775835.0,5297753.0,14488.693,2714,105220.458,0,780230.862,0,17122.084,97080.875,6409,164795.531,80554,92682.976,253349.85,148488.165,76522.792,688859.348,2413633.411,296275,851290.664,3878619.524,916877.659,714955.08,668977.31,87766.955,142189.683,397228,49227.515,364.981,11231369.197,1312885.606,400939.651,37,18,154,0,188,0,25,90,13,242,63,65,229,34,54,293,1185,298,1018,4292,1090,890,1007,169,208,213,92,1,5928,5776,262
2018-07-01,246679.463,76663.758,388863.019,67097.606,644102.675,86686.813,172994.505,480199.45,267345.88,770236.191,350558,329237.794,835398,252081.999,206125.003,1316976.14,2187354.512,467603,2146067.535,6759904.03,1624504.583,1236942.128,1728270.293,346461.057,583382.68,933885,434768.859,10790173.722,2652455.819,5417198.388,6080562.044,638024,269229,995381,165096,2627825,204396,581986,2469832,1249622,3535795,1437585,1632857,3669311,1180414,899403,5968097,9008040,1655280,7250031,18860269,4749958,2992195,4708304,1103441,1387960,2933215,1070571,71657143.0,516451.0,5780940.0,5289583.0,15699.332,2891,116311.416,0,821384.651,0,19077.671,116380.631,6246,166865.011,87986,102739.794,256238.63,163643.312,87125.333,731968.937,2474533.399,337571,910214.995,3987146.193,974559.237,767905.473,749253.675,94799.984,149085.157,412020,52173.505,428.329,11870939.237,1329884.557,402568.213,37,18,154,0,190,0,26,92,13,242,63,66,226,34,54,297,1196,309,1049,4318,1104,909,1014,170,208,215,95,1,5974,5854,270
2018-08-01,262044.484,77596.605,406815.062,78815.092,636808.872,91249.02,187818.041,505197.804,305524.69,797469.617,376479,338425.442,858515,249304.001,213093.233,1346431.449,2283314.581,506412,2171061.222,6587012.033,1656403.175,1237958.618,1762318.84,358448.557,582740.854,977439,455987.157,10808430.207,2736426.846,5537320.709,6228505.687,639004,270228,996577,164740,2635249,204395,582985,2478173,1254218,3512813,1440241,1633845,3670956,1180916,900938,5977544,9021777,1658312,7221685,18892021,4745781,2998285,4716654,1089965,1390529,2937461,1072198,71710038.0,515531.0,5777048.0,5284873.0,16252.739,2895,128802.268,0,779332.353,0,20564.148,115941.607,9731,147906.775,88645,105428.207,262101.71,142191.847,88481.737,743767.512,2517407.625,350819,898794.125,4061064.243,992361.263,776282.438,748349.035,97950.089,155066.953,442694.48,53010.067,352.26,11945131.589,1357525.699,442831.673,37,18,156,0,191,0,27,92,15,242,64,68,228,34,54,303,1215,315,1073,4363,1124,921,1017,172,208,222,95,1,6046,5938,269
2018-09-01,247033.429,82460.548,393165.001,76490.583,655661.319,94993.511,188504.316,512260.003,318249.53,815276.779,389389,333541.791,868298,253154,209965.739,1342852.175,2297595.729,505116,2116856.919,7110446.994,1631388.218,1273727.572,1721962.009,340603.637,633873.798,981069,482738.498,11129205.169,2737409.241,5676613.671,6333446.017,638928,269229,998042,163908,2626056,204519,582975,2473520,1260375,3520491,1443127,1633921,3672860,1186977,902194,5983896,9028476,1657790,7205717,18937331,4752812,3003227,4722540,1087433,1392733,2947002,1074957,71800681.0,514257.0,5767415.0,5288683.0,15382.925,3239,117966.407,0,794201.366,0,19994.353,107627.686,8133,141695.482,89586,98818.049,252794.38,137559.497,89024.515,675705.669,2429631.295,323965,855270.691,3963323.582,948795.606,725431.294,684702.51,89756.771,153252.059,421317,55547.191,355.978,11427081.416,1354339.377,420944.557,37,18,156,0,196,0,27,95,14,242,64,68,230,34,56,309,1224,323,1086,4397,1146,926,1033,173,210,229,101,1,6112,6010,271
2018-10-01,282369.723,88361.673,427950.033,93616.185,675372.711,102241.22,188541.563,528854.637,329902.49,803033.907,408593,365762.741,953288,279463.001,228991.407,1454544.333,2377243.112,522198,2353912.728,6953531.256,1657913.336,1263284.714,1685935.191,389254.3,659833.015,1007007,496070.998,11526543.151,2707046.128,5985748.435,6357732.56,641203,267115,998894,164029,2639568,204762,584465,2487639,1263869,3524116,1444949,1635219,3680955,1181124,903018,5993631,9036332,1661833,7217298,18946170,4767195,3010678,4727827,1087800,1396398,2959841,1076790,71924061.0,513625.0,5773012.0,5292020.0,16882.993,3281,134772.654,0,796175.934,0,20353.605,118652.65,8447,146201.86,93166,101103.296,279768.32,164173.637,85490.894,710673.542,2530499.535,333966,931128.425,4102760.538,1001700.116,782775.633,726276.794,98988.131,157193.504,444992,61106.306,361.238,11951900.47,1444827.986,453440.673,37,18,158,0,198,0,27,97,14,242,66,67,232,36,56,311,1242,329,1111,4463,1161,935,1046,174,210,233,105,1,6161,6119,287
2018-11-01,263625.898,90301.492,392993.293,87809.169,680558.074,92954.946,177417.46,526533.272,326059.72,849510.743,424120,377837.998,987717,289518,236902.262,1485715.593,2306470.432,531055,2263605.39,7206951.524,1679887.303,1299972.737,1772777.956,396614.761,637891.087,928179,483581.877,11758471.387,2694958.083,6094684.62,6248447.897,642084,266877,1000344,163022,2635633,204714,585405,2485850,1264894,3532250,1447310,1634435,3683747,1180006,904066,6001516,9039769,1662744,7221432,18996749,4774234,3017102,4732722,1088621,1400472,2960213,1079234,72023096.0,512947.0,5775498.0,5293904.0,15667.058,3047,122476.68,0,778292.641,0,18494.308,118348.762,8942,138923.843,92196,102771.673,272345.43,149014.642,80219.874,723956.496,2481086.15,345791,928522.122,4089220.154,987117.48,775662.949,687193.646,101406.366,151712.943,416252,56213.289,334.519,11713635.149,1479095.3,451809.538,37,18,158,0,202,0,29,98,18,242,67,69,234,36,57,313,1252,334,1127,4505,1180,949,1057,179,211,236,107,1,6217,6203,294
2018-12-01,234595.102,77455.415,349436.022,74624.093,634192.92,85275.104,162915.394,485473.482,303264,831318.141,412658,367634.054,1002485,277801,231831.552,1402822.168,2192114.52,546603,2529771.252,7280594.187,1754203.679,1360239.03,1907324.842,403634.227,597606.178,977950,451996.181,11718315.908,2689271.561,6220800.125,6307430.949,641996,266945,1001390,163214,2643584,204965,586460,2491633,1266707,3531732,1449759,1636828,3693423,1159297,904928,6012780,9026996,1675810,7231791,19001588,4778954,3023605,4733409,1088962,1404194,2967427,1080923,72081459.0,512285.0,5778443.0,5297113.0,14747.032,3210,110224.398,0,819807.716,0,18776.93,121191.204,8323,138802.048,87175,98857.256,267328.48,148336.251,88272.168,733886.428,2418220.279,342634,855121.68,3857541.042,978959.681,697749.758,599520.86,92714.578,141168.404,426345,50810.728,304.599,11106420.7,1562367.513,450631.109,37,19,160,0,206,0,34,99,15,242,67,69,240,36,59,315,1258,335,1144,4549,1197,959,1067,180,211,241,107,1,6269,6284,292
2019-01-01,243471.315,84562.078,348923,78396.476,565990.002,80626,171119.713,464925.572,264417.973,820543.878,412440,384097.123,917334,285130.999,241416.468,1419243.646,2309862.641,560517.71,2839312.436,7485097.665,1818631.56,1587399.617,2152607.143,442488.474,586959.586,927086.624,464389,12937806.024,2240464.55,6431689.184,6347030.941,641677,264580,1001844,163574,2645548,204846,587121,2497686,1273167,3543458,1452720,1640688,3699823,1144654,907212,6024205,9041976,1671345,7210375,19075570,4793146,3029100,4783631,1090358,1407695,2973781,1082111,72250204.0,511803.0,5784235.0,5305649.0,15462.493,3038.496,121194,0,833074.965,0,17325.487,116718.3,8111.299,170528.25,92461,104905.029,278175.41,150426,87438,761074.173,2525057.566,336596.57,985916.667,4049619.316,1004698.524,779533.406,686030.927,103656.895,144361.8,426081.925,58111,267.069,11692510.332,1693729.651,473090.446,38,19,160,0,213,0,35,106,15,333,67,71,261,39,59,333,1297,339,1222,4590,1218,971,1076,180,212,239,108,1,6407,6480,313
2019-02-01,238102.41,77087.033,345373,75134.82,560434.468,81200,166337.758,457164.351,271342.992,824789.926,401797,360592.02,914561,273967.002,240402.651,1425723.2,2414514.436,629989.71,2667622.002,7647995.017,1894888.947,1671118.858,2189441.587,455955.145,607903.917,945013.114,489148,12626300.41,2608449.347,6612861.417,6479989.19,641327,264572,1002889,163764,2669085,205090,588571,2500190,1277289,3547117,1455593,1643090,3701479,1146720,908278,6033356,9048429,1672439,7207232,19077887,4798545,3036248,4790963,1093755,1412437,2974684,1082452,72335694.0,510349.0,5784932.0,5312506.0,14577.677,2898.795,116754,0,725776.185,0,17702.694,114638.03,5917.512,222055.712,82536,96765.628,265055.2,103897,69986.056,696702.306,2213205.906,299919.18,891049.487,3946898.349,951645.91,757880.393,693644.738,102392.131,133497.322,416434.724,55685,367.241,10965228.88,1596631.244,435288.57,39,20,170,0,216,0,35,107,15,375,67,74,264,39,61,335,1319,343,1242,4652,1234,984,1098,183,212,249,112,1,6498,6630,316
2019-03-01,238823.167,82249.551,384788,83627.414,576250.071,79087,169000.664,458072.715,273100.926,794870.608,388469,366699.813,995465,272315,243036.132,1538306.861,2270764.493,641525.41,2714595.819,7398110.429,1743797.643,1450831.953,2047018.818,419728.168,613991.755,909210.944,449183,12383711.468,2523310.132,6379207.803,6316690.951,641145,265534,1003767,164079,2653681,205418,589838,2503022,1278535,3551915,1458160,1644063,3707247,1149725,909273,6041290,9060145,1677462,7214514,19127555,4801658,3043857,4803759,1096349,1417253,2984356,1083895,72466363.0,509783.0,5786417.0,5314932.0,16024.023,3275.757,123199,0,824446.477,0,19819.497,122749.346,7984.028,185387.586,92951,99868.41,272240.57,110636,73611.733,761083.992,2420931.565,326360.47,980970.362,4009617.067,1033061.964,813960.412,696868.506,103429.672,147099.931,402762.185,58659,338.281,11546416.824,1675444.929,484798.519,39,20,172,0,219,0,35,113,15,333,67,79,265,43,61,337,1333,349,1265,4695,1253,993,1120,185,212,252,114,1,6543,6700,325
2019-04-01,245096.706,84616.735,387751,87274.178,579288.942,81899,176693.098,465461.57,268365.697,758492.146,365561,373699.302,942861,268102.804,242834.876,1408892.252,2235731.312,572387.6,2407163.309,7053703.863,1734471.678,1408819.931,1804614.047,412217.844,612456.343,914918.513,455441,11569121.807,2521712.537,6131314.755,6126666.647,641586,264614,1006062,164566,2649923,205423,591184,2506887,1284402,3558452,1459747,1645555,3710430,1153646,909369,6050696,9069646,1679007,7216919,19148452,4814901,3050472,4808673,1099357,1423004,2993387,1082073,72572415.0,509683.0,5792152.0,5314183.0,15675.529,3278.597,123897,0,765375.483,0,18088.059,106585.304,8360.468,204237.216,85522,96843.283,273780.17,103534,70871.45,736234.226,2377393.365,311686.32,944971.572,4054364.331,1029520.934,790076.128,728127.776,100635.792,144855.998,385386.127,57727,336.433,11408615.476,1650625.948,477450.271,39,20,174,0,228,0,36,116,17,349,69,79,268,44,63,337,1351,353,1280,4742,1267,1000,1142,185,213,266,118,1,6616,6809,330
2019-05-01,252906.385,86332.257,388472,77105.395,608061.75,87243,188484.88,483533.1,284406.216,813579.864,382067,372880.065,991134,265010.003,246802.637,1462419.309,2250915.235,586890.26,2448712.987,7252544.97,1684024.761,1341851.396,1799697.005,401145.527,618420.479,927761.484,473176,11926232.047,2466229.134,6134912.687,6248204.097,642211,265224,1008493,164668,2662899,205917,592204,2517104,1286871,3574257,1462141,1646224,3718047,1153570,911074,6058963,9082038,1683973,7238104,19192140,4823494,3056279,4815791,1100980,1429419,3001511,1083088,72743384.0,474070.0,5834706.0,5324524.0,16006.841,3301.072,127972,0,833933.245,0,18924.319,127843.444,8384.23,197270.829,92802,107369.766,282220.45,78593,79414.217,786949.328,2425669.215,313193,972380.455,4076213.16,1027958.873,806427.397,745843.25,105515.421,152198.661,432735.195,64009,361.466,11769939.47,1632865.842,479961.59,39,20,175,0,237,0,38,120,16,342,72,80,275,46,63,351,1379,358,1317,4841,1295,1023,1155,187,215,267,120,1,6723,6964,343
